overall_rank,name,country,region,hospital_type,total_score,percentile,certification_score,quality_initiatives_score,patient_feedback_score,certification_count
1162,"Shri Ram Singh Multi Speciality Hospital, Gautam Buddha Nagar",India,Asia-Pacific,General Hospital,16.8,26.89,16.8,0,0,1
1163,Shri Ram Super Speciality Surgical Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,26.83,16.8,0,0,1
1164,Shri Sai Hospital,India,Asia-Pacific,General Hospital,16.8,26.76,16.8,0,0,1
1165,Shri Sankalp Medical and Research Institute Pvt. Ltd.,India,Asia-Pacific,Teaching Hospital,16.8,26.7,16.8,0,0,1
1166,Shri Swami Bhumanand Hospital,India,Asia-Pacific,General Hospital,16.8,26.64,16.8,0,0,1
1167,Shri Vedanta Multi Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.8,26.57,16.8,0,0,1
1168,Shri. B.M. Patil Medical College Hospital and Research Centre,India,Asia-Pacific,Teaching Hospital,16.8,26.51,16.8,0,0,1
1169,Shrimad Rajchandra Hospital and Research Centre,India,Asia-Pacific,General Hospital,16.8,26.45,16.8,0,0,1
1170,Shrimann Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.8,26.39,16.8,0,0,1
1171,Shrimant Rajmata Vijyaraje Scindia Government Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,16.8,26.32,16.8,0,0,1
1172,Shriram Super Speciality Surgical Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,26.26,16.8,0,0,1
1173,Shubham Hospital (A Unit of Shubham Medicare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,26.2,16.8,0,0,1
1174,Sidarth Hospitals (A Unit of Uma Gowri Hospitals Ltd.),India,Asia-Pacific,General Hospital,16.8,26.13,16.8,0,0,1
1175,Siddaganga Hospital (A Unit of Sree Siddaganga Math SSMCRI),India,Asia-Pacific,General Hospital,16.8,26.07,16.8,0,0,1
1176,Siddh Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,26.01,16.8,0,0,1
1177,Siddhanta Redcross Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.8,25.94,16.8,0,0,1
1178,Siddhi Vinayak Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.8,25.88,16.8,0,0,1
1179,Sidharth Hospital,India,Asia-Pacific,General Hospital,16.8,25.82,16.8,0,0,1
1180,Sidhu Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,25.76,16.8,0,0,1
1181,Sids Hospital,India,Asia-Pacific,General Hospital,16.8,25.69,16.8,0,0,1
1182,Silverstreak Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,25.63,16.8,0,0,1
1183,Sir Ganga Ram City Hospital,India,Asia-Pacific,General Hospital,16.8,25.57,16.8,0,0,1
1184,Sir Ganga Ram Hospital,India,Asia-Pacific,General Hospital,16.8,25.5,16.8,0,0,1
1185,Sir H.N. Reliance Foundation Hospital and Research Centre,India,Asia-Pacific,General Hospital,16.8,25.44,16.8,0,0,1
1186,Sir Ivan Stedeford Hospital,India,Asia-Pacific,General Hospital,16.8,25.38,16.8,0,0,1
1187,Sitaram Bhartia Institute of Science & Research,India,Asia-Pacific,Teaching Hospital,16.8,25.31,16.8,0,0,1
1188,SJM Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,25.25,16.8,0,0,1
1189,SKR Hospital & Trauma Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,25.19,16.8,0,0,1
1190,SKS Hospital & Postgraduate Medical Institute,India,Asia-Pacific,Teaching Hospital,16.8,25.13,16.8,0,0,1
1191,"SLG Hospitals, (A Unit of Sree Lakshmi Gayathri Hospitals Private Limited)",India,Asia-Pacific,General Hospital,16.8,25.06,16.8,0,0,1
1192,Smita Memorial Hospital And Research Centre (A Unit Of Advani Olickal Health Care Services Pvt Ltd),India,Asia-Pacific,General Hospital,16.8,25.0,16.8,0,0,1
1193,SMT Paarvati Devi Hospital,India,Asia-Pacific,General Hospital,16.8,24.94,16.8,0,0,1
1194,Smt. Jayaben Mody Hospital,India,Asia-Pacific,General Hospital,16.8,24.87,16.8,0,0,1
1195,Smt. Rasilaben Sevantilal Shah Venus Hospital,India,Asia-Pacific,General Hospital,16.8,24.81,16.8,0,0,1
1196,Smt. RB Shah Mahavir Super Specialty Hospital,India,Asia-Pacific,Multi Specialty,16.8,24.75,16.8,0,0,1
1197,Smt. S. R. Mehta & Sir K. P. Cardiac Institute,India,Asia-Pacific,Cardiac Specialty,16.8,24.69,16.8,0,0,1
1198,SMT. SMS Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,24.62,16.8,0,0,1
1199,SMVS Swaminarayan Hospital and Research Foundation,India,Asia-Pacific,General Hospital,16.8,24.56,16.8,0,0,1
1200,Sohana Hospital (A Multi Super Specialty Hospital) A Unit of Sri Guru Harkrishan Sahib (c) Eye Hospital Trust,India,Asia-Pacific,Eye Specialty,16.8,24.5,16.8,0,0,1
1201,Solanki Hospital,India,Asia-Pacific,General Hospital,16.8,24.43,16.8,0,0,1
1202,Solapur Cancer Center,India,Asia-Pacific,Cancer Specialty,16.8,24.37,16.8,0,0,1
1203,Solar Hospital : Grace GPS Healthcare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,24.31,16.8,0,0,1
1204,Soni Hospital,India,Asia-Pacific,General Hospital,16.8,24.24,16.8,0,0,1
1205,Sonia Hospital,India,Asia-Pacific,General Hospital,16.8,24.18,16.8,0,0,1
1206,SP Fort Hospital,India,Asia-Pacific,General Hospital,16.8,24.12,16.8,0,0,1
1207,Spandan Multipsecilaity Hospital,India,Asia-Pacific,General Hospital,16.8,24.06,16.8,0,0,1
1208,Spar Hospital,India,Asia-Pacific,General Hospital,16.8,23.99,16.8,0,0,1
1209,Sparsh Hospital (A Unit Of Shiva & Shiva Orthopaedic Hospital Private Limited),India,Asia-Pacific,Orthopedic Specialty,16.8,23.93,16.8,0,0,1
1210,Sparsh Hospital (A Unit of Shiva and Shiva Orthopaedic Hospital Pvt. Ltd.),India,Asia-Pacific,Orthopedic Specialty,16.8,23.87,16.8,0,0,1
1211,"Sparsh Super Speciality Hospital, Yeashwanthpur",India,Asia-Pacific,General Hospital,16.8,23.8,16.8,0,0,1
1212,Spes Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,23.74,16.8,0,0,1
1213,SRCC Childrens Hospital - Managed by Narayana Health,India,Asia-Pacific,General Hospital,16.8,23.68,16.8,0,0,1
1214,Sree Gokulam Medical College and Research Foundation,India,Asia-Pacific,Teaching Hospital,16.8,23.61,16.8,0,0,1
1215,Sree Mookambika Institute of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.8,23.55,16.8,0,0,1
1216,"Sree Rama Devi Multispeciality Hospital, Bhavani Nagar",India,Asia-Pacific,General Hospital,16.8,23.49,16.8,0,0,1
1217,SRG Hospital,India,Asia-Pacific,General Hospital,16.8,23.43,16.8,0,0,1
1218,Sri Aurobindo Institute Of Medical Sciences (SAIMS Hospital),India,Asia-Pacific,Teaching Hospital,16.8,23.36,16.8,0,0,1
1219,Sri Balaji Action Medical Institute,India,Asia-Pacific,Teaching Hospital,16.8,23.3,16.8,0,0,1
1220,Sri Chandra Sekara Hospital,India,Asia-Pacific,General Hospital,16.8,23.24,16.8,0,0,1
1221,Sri Guru Ram Dass Charitable Hospital,India,Asia-Pacific,General Hospital,16.8,23.17,16.8,0,0,1
1222,Sri Guru Ram Dass Institute of Medical Sciences and Research,India,Asia-Pacific,Teaching Hospital,16.8,23.11,16.8,0,0,1
1223,Sri Kauvery Medical Care (India) Limited,India,Asia-Pacific,General Hospital,16.8,23.05,16.8,0,0,1
1224,Sri Kauvery Medical Care India Ltd.,India,Asia-Pacific,General Hospital,16.8,22.98,16.8,0,0,1
1225,Sri Manakula Vinayagar Medical College and Hospital,India,Asia-Pacific,Teaching Hospital,16.8,22.92,16.8,0,0,1
1226,Sri Narayani Hospital and Research Centre,India,Asia-Pacific,General Hospital,16.8,22.86,16.8,0,0,1
1227,Sri Ramachandra Medical Centre,India,Asia-Pacific,General Hospital,16.8,22.8,16.8,0,0,1
1228,Sri Ramakrishna Hospital,India,Asia-Pacific,General Hospital,16.8,22.73,16.8,0,0,1
1229,Sri Sai Hospital,India,Asia-Pacific,General Hospital,16.8,22.67,16.8,0,0,1
1230,Sri Sai Hospitals,India,Asia-Pacific,General Hospital,16.8,22.61,16.8,0,0,1
1231,Sri Shankara Cancer Hospital And Research Centre,India,Asia-Pacific,Cancer Specialty,16.8,22.54,16.8,0,0,1
1232,"Sri Sharanya Nursing Home and Critical Care Centre, Warangal",India,Asia-Pacific,General Hospital,16.8,22.48,16.8,0,0,1
1233,Sri Venkateshwaraa Medical College Hospital and Research Centre,India,Asia-Pacific,Teaching Hospital,16.8,22.42,16.8,0,0,1
1234,"Sri Venkateswara Institute Of Medical Sciences, Chittoor",India,Asia-Pacific,Teaching Hospital,16.8,22.36,16.8,0,0,1
1235,Srikara Hospitals,India,Asia-Pacific,General Hospital,16.8,22.29,16.8,0,0,1
1236,Srinivas Institute of Medical Sciences and Research Centre,India,Asia-Pacific,Teaching Hospital,16.8,22.23,16.8,0,0,1
1237,Srishti Medicare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,22.17,16.8,0,0,1
1238,SRK Max Hospital (A Unit of Shri Ram Krishana Healthcare Pvt Ltd.),India,Asia-Pacific,General Hospital,16.8,22.1,16.8,0,0,1
1239,SRM Institute for Medical Science,India,Asia-Pacific,Teaching Hospital,16.8,22.04,16.8,0,0,1
1240,SRM Medical College Hospital and Research Centre (A Unit of SRM Institute of Science and Technology),India,Asia-Pacific,Teaching Hospital,16.8,21.98,16.8,0,0,1
1241,SSB Heart And Multispecialty Hospital (A Unit of SSB Central Hospital and Research Center Limited),India,Asia-Pacific,Cardiac Specialty,16.8,21.91,16.8,0,0,1
1242,St Anns Jubille Memorial Hospital,India,Asia-Pacific,General Hospital,16.8,21.85,16.8,0,0,1
1243,St. Ann's Hospital,India,Asia-Pacific,General Hospital,16.8,21.79,16.8,0,0,1
1244,St. Gregorios Medical Mission Hospital,India,Asia-Pacific,General Hospital,16.8,21.73,16.8,0,0,1
1245,St. Isabelâ€™s Hospital,India,Asia-Pacific,General Hospital,16.8,21.66,16.8,0,0,1
1246,St. John's Medical College Hospital,India,Asia-Pacific,Teaching Hospital,16.8,21.6,16.8,0,0,1
1247,St. Josephs Hospital,India,Asia-Pacific,General Hospital,16.8,21.54,16.8,0,0,1
1248,St. Martha's Hospital,India,Asia-Pacific,General Hospital,16.8,21.47,16.8,0,0,1
1249,St. Philomenaâ€™s Hospital,India,Asia-Pacific,General Hospital,16.8,21.41,16.8,0,0,1
1250,St. Stephen's Hospital,India,Asia-Pacific,General Hospital,16.8,21.35,16.8,0,0,1
1251,St. Thomas Hospital,India,Asia-Pacific,General Hospital,16.8,21.28,16.8,0,0,1
1252,St.Joseph Hospital,India,Asia-Pacific,General Hospital,16.8,21.22,16.8,0,0,1
1253,"St.Theresa's Hospital, Erragada",India,Asia-Pacific,General Hospital,16.8,21.16,16.8,0,0,1
1254,"St.Thomas Hospital, Changanassery",India,Asia-Pacific,General Hospital,16.8,21.1,16.8,0,0,1
1255,Star Hospitals,India,Asia-Pacific,General Hospital,16.8,21.03,16.8,0,0,1
1256,Star Synergy Hospital (A Unit Of Saurashtra Medicare LLP),India,Asia-Pacific,General Hospital,16.8,20.97,16.8,0,0,1
1257,Starcare Hospital Kozhikode Private Limited,India,Asia-Pacific,General Hospital,16.8,20.91,16.8,0,0,1
1258,Sterling Cancer Hospital,India,Asia-Pacific,Cancer Specialty,16.8,20.84,16.8,0,0,1
1259,Sterling Hospitals,India,Asia-Pacific,General Hospital,16.8,20.78,16.8,0,0,1
1260,"Sterling Ram Krishna Speciality Hospital, Gandhidham",India,Asia-Pacific,General Hospital,16.8,20.72,16.8,0,0,1
1261,Suchirayu Healthcare Solution Ltd.,India,Asia-Pacific,General Hospital,16.8,20.65,16.8,0,0,1
1262,Sudha Hospital & Medical Research Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,20.59,16.8,0,0,1
1263,Sudha Surgical Hospital,India,Asia-Pacific,General Hospital,16.8,20.53,16.8,0,0,1
1264,Sukhda Multi Speciality Hospital (A Unit of Vandam Healthcare Pvt. Ltd),India,Asia-Pacific,General Hospital,16.8,20.47,16.8,0,0,1
1265,Sum Ultimate Medicare,India,Asia-Pacific,General Hospital,16.8,20.4,16.8,0,0,1
1266,Sumitra Hospital,India,Asia-Pacific,General Hospital,16.8,20.34,16.8,0,0,1
1267,Sun Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,20.28,16.8,0,0,1
1268,Sun Medical and Research Centre (A Unit of Trichur Heart Hospital Ltd.),India,Asia-Pacific,Cardiac Specialty,16.8,20.21,16.8,0,0,1
1269,Sundaram Medical Foundation,India,Asia-Pacific,General Hospital,16.8,20.15,16.8,0,0,1
1270,Sunflag Global Hospital,India,Asia-Pacific,General Hospital,16.8,20.09,16.8,0,0,1
1271,Sunrise Hospitals (A Unit of NS Health Care Services Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,20.03,16.8,0,0,1
1272,"Sunrise Institute Of Medical Science, Vazhakkala Village",India,Asia-Pacific,Teaching Hospital,16.8,19.96,16.8,0,0,1
1273,Sunshine Global Hospital,India,Asia-Pacific,General Hospital,16.8,19.9,16.8,0,0,1
1274,Sunshine Global hospitals,India,Asia-Pacific,General Hospital,16.8,19.84,16.8,0,0,1
1275,Sunshine Hospital,India,Asia-Pacific,General Hospital,16.8,19.77,16.8,0,0,1
1276,"Super-Speciality Hospital, Netaji Subhash Chandra Bose Medical College",India,Asia-Pacific,Teaching Hospital,16.8,19.71,16.8,0,0,1
1277,Supercare Hospital,India,Asia-Pacific,General Hospital,16.8,19.65,16.8,0,0,1
1278,"Superspeciality Hospital, JAH Campus",India,Asia-Pacific,General Hospital,16.8,19.58,16.8,0,0,1
1279,Supreme Hospitals Private Limited - (Earlier Certificate issued in the Name of Supreme Hospital),India,Asia-Pacific,General Hospital,16.8,19.52,16.8,0,0,1
1280,Surat Institute of Medical Science LLP,India,Asia-Pacific,Teaching Hospital,16.8,19.46,16.8,0,0,1
1281,Surbhi Hospital,India,Asia-Pacific,General Hospital,16.8,19.4,16.8,0,0,1
1282,Surya Children's Medicare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,19.33,16.8,0,0,1
1283,Surya Childrens Medicare Private Limited,India,Asia-Pacific,General Hospital,16.8,19.27,16.8,0,0,1
1284,Surya Hospital,India,Asia-Pacific,General Hospital,16.8,19.21,16.8,0,0,1
1285,Surya Kiran Hospital Private Limited,India,Asia-Pacific,General Hospital,16.8,19.14,16.8,0,0,1
1286,Surya Mother & Child Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,19.08,16.8,0,0,1
1287,Sushila Hospital,India,Asia-Pacific,General Hospital,16.8,19.02,16.8,0,0,1
1288,Sushrut Hospital and Research Centre (A Unit of Chembur Hospital Project Trust),India,Asia-Pacific,General Hospital,16.8,18.95,16.8,0,0,1
1289,Suvira Hospital (A Unit of Suvira Super Hospitals Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,18.89,16.8,0,0,1
1290,Suyash Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,18.83,16.8,0,0,1
1291,Suyash Institute Of Medical Science Pvt. Ltd.,India,Asia-Pacific,Teaching Hospital,16.8,18.77,16.8,0,0,1
1292,Swagat Super Speciality Surgical Institute & NH,India,Asia-Pacific,Teaching Hospital,16.8,18.7,16.8,0,0,1
1293,Swasthya Hospital Medical Resaerch Centre,India,Asia-Pacific,General Hospital,16.8,18.64,16.8,0,0,1
1294,Swastik Multispeciality Hospital & Research Center,India,Asia-Pacific,General Hospital,16.8,18.58,16.8,0,0,1
1295,Swastik Multispeciality Hospital LLP,India,Asia-Pacific,General Hospital,16.8,18.51,16.8,0,0,1
1296,Swatantra Hospitals Multi Specialities Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,18.45,16.8,0,0,1
1297,Symbiosis University Hospital and Research Centre,India,Asia-Pacific,General Hospital,16.8,18.39,16.8,0,0,1
1298,Synergy Institute of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.8,18.32,16.8,0,0,1
1299,"Synergy Multispeciality Hospital Private Limited - (Earlier Certificate issued in the Name of Synergy Multispeciality Hospital, LLP)",India,Asia-Pacific,General Hospital,16.8,18.26,16.8,0,0,1
1300,Synergy Super Speciality Hospital (A Unit of Saurashtra Medicare LLP),India,Asia-Pacific,General Hospital,16.8,18.2,16.8,0,0,1
1301,T.N.K.H.N.U. Charity Fund Hospital,India,Asia-Pacific,General Hospital,16.8,18.14,16.8,0,0,1
1302,Tagore Hospital & Heart Care Centre Pvt. Ltd.,India,Asia-Pacific,Cardiac Specialty,16.8,18.07,16.8,0,0,1
1303,Tagore Hospital and Research Institute (A Unit of Maya Kanwar Ba Mahila Vikas Samiti),India,Asia-Pacific,Teaching Hospital,16.8,18.01,16.8,0,0,1
1304,Tantia General Hospital-EEG Center,India,Asia-Pacific,General Hospital,16.8,17.95,16.8,0,0,1
1305,Tarak Hospital,India,Asia-Pacific,General Hospital,16.8,17.88,16.8,0,0,1
1306,Tata Main Hospital,India,Asia-Pacific,General Hospital,16.8,17.82,16.8,0,0,1
1307,Tata Medical Center,India,Asia-Pacific,General Hospital,16.8,17.76,16.8,0,0,1
1308,Tender Palm Hospital (Healthplus Research and Medicenter LLP),India,Asia-Pacific,General Hospital,16.8,17.7,16.8,0,0,1
1309,Terna Speciality Hospital and Research Centre,India,Asia-Pacific,General Hospital,16.8,17.63,16.8,0,0,1
1310,The Calcutta Medical Research Institute,India,Asia-Pacific,Teaching Hospital,16.8,17.57,16.8,0,0,1
1311,The Corporate Hospital,India,Asia-Pacific,General Hospital,16.8,17.51,16.8,0,0,1
1312,The Gujarat Cancer & Research Institute,India,Asia-Pacific,Cancer Specialty,16.8,17.44,16.8,0,0,1
1313,The Gujarat Research & Medical Institute,India,Asia-Pacific,Teaching Hospital,16.8,17.38,16.8,0,0,1
1314,The Hans Foundation General Hospital,India,Asia-Pacific,General Hospital,16.8,17.32,16.8,0,0,1
1315,The Kidney Hospital,India,Asia-Pacific,General Hospital,16.8,17.25,16.8,0,0,1
1316,The Madras Medical Mission Hospital,India,Asia-Pacific,General Hospital,16.8,17.19,16.8,0,0,1
1317,The Malankara Orthodox Syrian Church Medical Mission,India,Asia-Pacific,Orthopedic Specialty,16.8,17.13,16.8,0,0,1
1318,The Medicity Rudrapur,India,Asia-Pacific,General Hospital,16.8,17.07,16.8,0,0,1
1319,The Mission Hospital,India,Asia-Pacific,General Hospital,16.8,17.0,16.8,0,0,1
1320,"The Oxford Medical College, Hospital And Research Centre",India,Asia-Pacific,Teaching Hospital,16.8,16.94,16.8,0,0,1
1321,The Signature Hospital,India,Asia-Pacific,General Hospital,16.8,16.88,16.8,0,0,1
1322,The Tertiary Teaching Hospitals of Christian Medical College,India,Asia-Pacific,Teaching Hospital,16.8,16.81,16.8,0,0,1
1323,Thiraviam Orthopaedic Hospital,India,Asia-Pacific,Orthopedic Specialty,16.8,16.75,16.8,0,0,1
1324,Tirath Ram Shah Charitable Hospital,India,Asia-Pacific,General Hospital,16.8,16.69,16.8,0,0,1
1325,Tirumala Medicover Hospital (Sahrudaya Health Care Vizianagaram Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,16.62,16.8,0,0,1
1326,Travancore Medical College Hospital,India,Asia-Pacific,Teaching Hospital,16.8,16.56,16.8,0,0,1
1327,Tricolour Hospitals,India,Asia-Pacific,General Hospital,16.8,16.5,16.8,0,0,1
1328,Triveni Health Care (A Unit of Jamdar Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,16.44,16.8,0,0,1
1329,Trust Multi Speciality Hospitals,India,Asia-Pacific,General Hospital,16.8,16.37,16.8,0,0,1
1330,Tula Hospital (A Unit of Bothanzi Medicals Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,16.31,16.8,0,0,1
1331,Tulip MultispecilityHospital Pvt.Ltd.,India,Asia-Pacific,General Hospital,16.8,16.25,16.8,0,0,1
1332,Tx Hospitals Private Limited,India,Asia-Pacific,General Hospital,16.8,16.18,16.8,0,0,1
1333,Udai Omni Hospitals Pvt Ltd,India,Asia-Pacific,General Hospital,16.8,16.12,16.8,0,0,1
1334,Udayananda Health Care Private Limited,India,Asia-Pacific,General Hospital,16.8,16.06,16.8,0,0,1
1335,Ujala Cygnus Brightstar Hospital,India,Asia-Pacific,General Hospital,16.8,15.99,16.8,0,0,1
1336,"Ujala Cygnus Central Hospital, Haldwani (Nanital)",India,Asia-Pacific,General Hospital,16.8,15.93,16.8,0,0,1
1337,Ujala Cygnus Kashmir Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.8,15.87,16.8,0,0,1
1338,Ujala Cygnus Rainbow Hospital (A Unit of Cygnus Medicare Private Limited),India,Asia-Pacific,General Hospital,16.8,15.81,16.8,0,0,1
1339,Ujala Hospital (A Unit of Ujala Healthcare Services Private Limited),India,Asia-Pacific,General Hospital,16.8,15.74,16.8,0,0,1
1340,"UN Mehta Institute of Cardiology & Research Centre,",India,Asia-Pacific,Cardiac Specialty,16.8,15.68,16.8,0,0,1
1341,Unique Hospital Multispeciality & Research Institute,India,Asia-Pacific,Teaching Hospital,16.8,15.62,16.8,0,0,1
1342,United CIIGMA Hospital,India,Asia-Pacific,General Hospital,16.8,15.55,16.8,0,0,1
1343,United Medicity Hospital,India,Asia-Pacific,General Hospital,16.8,15.49,16.8,0,0,1
1344,Unity Hospital ( Unity Care and Health Services Private Ltd ),India,Asia-Pacific,General Hospital,16.8,15.43,16.8,0,0,1
1345,Unity Trauma Center and ICU,India,Asia-Pacific,General Hospital,16.8,15.37,16.8,0,0,1
1346,Universal Super Speciality Hospital Ltd.,India,Asia-Pacific,General Hospital,16.8,15.3,16.8,0,0,1
1347,UNM Children Hospital,India,Asia-Pacific,General Hospital,16.8,15.24,16.8,0,0,1
1348,Usha Mullapudi Cardiac Centre,India,Asia-Pacific,Cardiac Specialty,16.8,15.18,16.8,0,0,1
1349,Usha Prime Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,15.11,16.8,0,0,1
1350,V One Hospital,India,Asia-Pacific,General Hospital,16.8,15.05,16.8,0,0,1
1351,V.G.M. Hospital,India,Asia-Pacific,General Hospital,16.8,14.99,16.8,0,0,1
1352,"Vadamalayan Hospital (P) Ltd.,",India,Asia-Pacific,General Hospital,16.8,14.92,16.8,0,0,1
1353,Vadamalayan Hospitals,India,Asia-Pacific,General Hospital,16.8,14.86,16.8,0,0,1
1354,Vardhan Hospital (A Unit of Vardhan Raj Hospital Private Limited),India,Asia-Pacific,General Hospital,16.8,14.8,16.8,0,0,1
1355,Vasal Hospital,India,Asia-Pacific,General Hospital,16.8,14.74,16.8,0,0,1
1356,Vasavi Hospital,India,Asia-Pacific,General Hospital,16.8,14.67,16.8,0,0,1
1357,Vasavi Medical & Research Centre (Vasavi Hospital),India,Asia-Pacific,General Hospital,16.8,14.61,16.8,0,0,1
1358,Vasundhara Hospital Limited,India,Asia-Pacific,General Hospital,16.8,14.55,16.8,0,0,1
1359,Vedanta Medical Research Foundation (Balco Medical Centre),India,Asia-Pacific,General Hospital,16.8,14.48,16.8,0,0,1
1360,Velammal Medical College Hospital & Research Institute,India,Asia-Pacific,Teaching Hospital,16.8,14.42,16.8,0,0,1
1361,Velmed Hospital (A Unit of Bharat Heart & Super Speciality Hospitals Pvt. Ltd.),India,Asia-Pacific,Cardiac Specialty,16.8,14.36,16.8,0,0,1
1362,Venkateshwar Hospital,India,Asia-Pacific,General Hospital,16.8,14.29,16.8,0,0,1
1363,Victor Hospital,India,Asia-Pacific,General Hospital,16.8,14.23,16.8,0,0,1
1364,"Vidharba Institute of Medical Sciences, Mohan Nagar",India,Asia-Pacific,Teaching Hospital,16.8,14.17,16.8,0,0,1
1365,Vijay Hospital,India,Asia-Pacific,General Hospital,16.8,14.11,16.8,0,0,1
1366,Vijaya Medical & Educational Trust,India,Asia-Pacific,General Hospital,16.8,14.04,16.8,0,0,1
1367,Vikash Multi Specialty Hospital,India,Asia-Pacific,Multi Specialty,16.8,13.98,16.8,0,0,1
1368,Vikram Aura Hospitals - (Earlier Certificate issued in the Name of Fortis Lafemme Hospital),India,Asia-Pacific,General Hospital,16.8,13.92,16.8,0,0,1
1369,VIMS Hospital (Managed by Nishil Infracon Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,13.85,16.8,0,0,1
1370,Vinayak Hospital,India,Asia-Pacific,General Hospital,16.8,13.79,16.8,0,0,1
1371,Vinayak Medicare Hospital,India,Asia-Pacific,General Hospital,16.8,13.73,16.8,0,0,1
1372,Vinayaka Hospital,India,Asia-Pacific,General Hospital,16.8,13.66,16.8,0,0,1
1373,Vinayaka Mission Super Speciality Hospitals Pvt. Ltd. - VIMS Hospitals,India,Asia-Pacific,General Hospital,16.8,13.6,16.8,0,0,1
1374,Vineeta Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,13.54,16.8,0,0,1
1375,Virat Hospitals,India,Asia-Pacific,General Hospital,16.8,13.48,16.8,0,0,1
1376,Virinchi Hospitals (A Unit of Virinchi Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,13.41,16.8,0,0,1
1377,Virk Hospital Pvt. Ltd,India,Asia-Pacific,General Hospital,16.8,13.35,16.8,0,0,1
1378,Vishesh Jupiter Hospital (Unit of Jupiter Hospital Projects Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,13.29,16.8,0,0,1
1379,Vishnoi Hospital and Surgical Center,India,Asia-Pacific,General Hospital,16.8,13.22,16.8,0,0,1
1380,Vivanta Critical Care Private Limited,India,Asia-Pacific,General Hospital,16.8,13.16,16.8,0,0,1
1381,Viveka Super Speciality Hospital & Research Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,13.1,16.8,0,0,1
1382,Vivekananda Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,13.04,16.8,0,0,1
1383,Vivekananda Polyclinic & Institute of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.8,12.97,16.8,0,0,1
1384,Vrudam Institute of Medical Science,India,Asia-Pacific,Teaching Hospital,16.8,12.91,16.8,0,0,1
1385,VY Institute of Medical Science Pvt. Ltd.,India,Asia-Pacific,Teaching Hospital,16.8,12.85,16.8,0,0,1
1386,Vyas Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.8,12.78,16.8,0,0,1
1387,Vydehi Hospital,India,Asia-Pacific,General Hospital,16.8,12.72,16.8,0,0,1
1388,Waluj Hospital,India,Asia-Pacific,General Hospital,16.8,12.66,16.8,0,0,1
1389,We Care Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,12.59,16.8,0,0,1
1390,Wellsun Medicity,India,Asia-Pacific,General Hospital,16.8,12.53,16.8,0,0,1
1391,WMF's Villoo Poonawalla Memorial Hospital,India,Asia-Pacific,General Hospital,16.8,12.47,16.8,0,0,1
1392,Wockhardt Hospital Ltd. - Unit Adams Wylie Memorial,India,Asia-Pacific,General Hospital,16.8,12.41,16.8,0,0,1
1393,Wockhardt Hospitals Limited,India,Asia-Pacific,General Hospital,16.8,12.34,16.8,0,0,1
1394,Wockhardt Hospitals Ltd.,India,Asia-Pacific,General Hospital,16.8,12.28,16.8,0,0,1
1395,Woodlands Multispeciality Hospital Limited,India,Asia-Pacific,General Hospital,16.8,12.22,16.8,0,0,1
1396,Xenia Hospitals,India,Asia-Pacific,General Hospital,16.8,12.15,16.8,0,0,1
