id,name,country,city,sources,source_count,certifications_count,certification_names,has_jci,jci_accreditation_date,jci_expiry_date,total_score,certification_score,quality_initiatives_score,patient_feedback_score,website,last_updated
,Esic Medical College & Hospital,India,Hyderabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,
,Accord Hospital,India,Pune,NABH Entry Level Portal,1,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); National Accreditation Board for Hospitals & Healthcare Providers (NABH) - Entry Level,no,,,,,,,,2025-09-27T14:35:36.627549
,Aster Hospital,India,Bangalore,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Dhayal Hospital and Research Centre,India,Sikar,,0,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); ,no,,,,,,,,2025-09-27T15:05:06.523903
,Aayush Multispeciality Hospital,India,Morbi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Aayush NRI LEPL Healthcare Private Limited,India,West Godavari,NABH Entry Level Portal,1,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); National Accreditation Board for Hospitals & Healthcare Providers (NABH) - Entry Level,no,,,,,,,,2025-09-27T14:35:37.277337
,Renova Neelima Hospitals (A Unit of Manaswini Healthcare Pvt. Ltd.),India,Hyderabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Universal Super Speciality Hospital Ltd.,India,Surat,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Asian Institute of Medical Sciences (AIMS Hospital),India,Thane,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Accord Multispecialty Hospital,India,Kachchh,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Ravindra Maternity & General Hospital,India,Panipat,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Swatantra Hospitals Multi Specialities Pvt. Ltd.,India,East Godavari,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Sadvichar Hospital,India,Amreli,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Fortis Hospital (A Unit of Hospitalia Eastern Private Limited),India,Ludhiana,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Dr. K.M.Cherian Institute of Medical Sciences,India,Chengannur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,
,Meenakshi Super Speciality Hospital (Run By Sunmed Healthcare Private Limited),India,Madurai,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Max Super Specialty Hospital (A Unit of Muthoot Hospital Pvt. Ltd.),India,New Delhi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Asha Kiran- The Criti Care Hospital,India,Jhajjar,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Samford Hospital Private Limited,India,Ranchi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Sids Hospital,India,Surat,NABH Entry Level Portal,1,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); National Accreditation Board for Hospitals & Healthcare Providers (NABH) - Entry Level,no,,,,,,,,2025-09-27T14:35:36.151899
,Capital Super Speciality Hospital,India,Yamunanagar,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Hope Hospital (Unit of Al Hope Hospital Pvt. Ltd.),India,Sabarkantha,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Sparsh Hospital (A Unit of Shiva and Shiva Orthopaedic Hospital Pvt. Ltd.),India,Bangalore,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Ganga Narayan Hospital,India,Ajmer,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Nanda Hospital,India,Amritsar,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Innocent Hearts Superspeciality Hospital,India,Jalandhar,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Marble City Hospital and Research Centre,India,Jabalpur,NABH Entry Level Portal,1,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); National Accreditation Board for Hospitals & Healthcare Providers (NABH) - Entry Level,no,,,,,,,,2025-09-27T14:35:35.728872
,IGKC Multispecialty Hospital (A Unit of Institute of Gastro and Kidney Care Pvt. Ltd.),India,Bhubaneswar,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Shreyas Medicare Sanchalit Maniben Nagarji Mehta (Valwada) Hospital,India,Valsad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Tender Palm Hospital (Healthplus Research and Medicenter LLP),India,Lucknow,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Apollo Excelcare Hospital (A Unit of Asclepius Hospitals & Health Care Pvt. Ltd.),India,Guwahati,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Srishti Medicare Pvt. Ltd.,India,Jaipur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Credence Hospital Pvt. Ltd.,India,Thiruvananthapuram,NABH Entry Level Portal,1,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); National Accreditation Board for Hospitals & Healthcare Providers (NABH) - Entry Level,no,,,,,,,,2025-09-27T14:35:36.161938
,Brijesh Banger Memorial Hospital (A Unit of Jeevan Jyoti Seva Society),India,Bhilwara,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Ganga Amrit Multispeciality Hospital,India,Shamli,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Rajnish Hospital,India,Jaipur,NABH Entry Level Portal,1,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); National Accreditation Board for Hospitals & Healthcare Providers (NABH) - Entry Level,no,,,,,,,,2025-09-27T14:35:36.948824
,Ambay Hospital,India,Ghaziabad,NABH Entry Level Portal,1,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); National Accreditation Board for Hospitals & Healthcare Providers (NABH) - Entry Level,no,,,,,,,,2025-09-27T14:35:35.373215
,Sarvodaya Institute of Medicine and Surgery Private Limited,India,Bhilwara,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Kulkarni Uro Surgery Institute,India,Pune,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Cimar-the Women's Hospital,India,Thrissur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Harish Hospital,India,Alwar,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Rishab Multi-Speciality Hospital,India,Jaipur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Kashvi Multi Speciality Center,India,Greater Noida,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Guwahati Metro Hospital,India,Guwahati,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,
,Wellsun Medicity,India,Lucknow,NABH Entry Level Portal,1,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); National Accreditation Board for Hospitals & Healthcare Providers (NABH) - Entry Level,no,,,,,,,,2025-09-27T14:35:36.948824
,Kles Dr. Prabhakar Kore Hospital & Medical Research Centre,India,Belgaum,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,SMT. SMS Multispeciality Hospital,India,Ahmedabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,KVR Hospital,India,Kashipur,NABH Entry Level Portal,1,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); National Accreditation Board for Hospitals & Healthcare Providers (NABH) - Entry Level,no,,,,,,,,2025-09-27T14:35:36.360083
,Aryavart Hospital (A Unit of Shreya Medicare Pvt. Ltd.),India,Meerut,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Saviour Hospital,India,Ahmedabad,,0,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); ,no,,,,,,,,2025-09-27T15:05:06.488998
,St. Martha's Hospital,India,Bangalore,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,
,Icon Hospital,India,Nagpur,,0,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); National Accreditation Board for Hospitals & Healthcare Providers (NABH) - Entry Level,no,,,,,,,,
,Kinder Hospitals (A Unit of Kindorama Healthcare Pvt. Ltd.),India,Ernakulam,NABH Entry Level Portal,1,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); National Accreditation Board for Hospitals & Healthcare Providers (NABH) - Entry Level,no,,,,,,,,2025-09-27T14:35:37.318507
,Sai Sukhda Hospital,India,Bareilly,NABH Entry Level Portal,1,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); National Accreditation Board for Hospitals & Healthcare Providers (NABH) - Entry Level,no,,,,,,,,2025-09-27T14:35:36.596561
,Virat Hospitals,India,Rewari,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Savita Superspeciality Hospital ( A Unit of Solace Healthcare Pvt. Ltd.),India,Vadodara,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,SAS Hospital,India,Varanasi,NABH Entry Level Portal,1,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); National Accreditation Board for Hospitals & Healthcare Providers (NABH) - Entry Level,no,,,,,,,,2025-09-27T14:35:37.382884
,Ashirwad Maternity Home,India,Jaipur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Triveni Health Care (A Unit of Jamdar Hospital Pvt. Ltd.),India,Jabalpur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,JMG Morning Star Hsopital,India,Raigarh,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Spar Hospital,India,Jhunjhunu,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Purushottam Das Savitri Devi Cancer Care and Research Centre,India,Agra,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,MVJ Medical College & Research Hospital,India,Bangalore,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,
,Narayan Swaroop Hospital,India,Allahabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,
,Sentini Health Care India Pvt. Ltd.,India,Vijayawada,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Vardhan Hospital (A Unit of Vardhan Raj Hospital Private Limited),India,Varanasi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Karpaga Vinayaga Institute of Medical Sciences and Research Centre,India,Kanchipuram,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,M/s Nehru Memorial Techno Global Hospital (A Unit of Techno India Technologies Limited),India,Kolkata,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Daya Royal Hospital & Trauma Centre,India,Thrissur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Priyanka Hospital & Cardiac Center (A Unit of Priyanka Heart Care Foundation Society),India,Jaipur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,HCG Aastha Cancer Centre (A Unit of HCG Medi-Surge Hospitals Pvt. Ltd.),India,Ahmedabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Healing Hands Clinic Private Limited,India,Pune,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Midas Hospital (A Unit of Midas Multispecialty Hospital Private Limited),India,Nagpur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Jaipur Hospital (A Unit of Sharma East India Hospital and Medical Research Limited),India,Jaipur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Shri Hospital,India,Jaipur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,
,Dr. Ram Manohar Lohia Hospital & Atal Bihari Vajpayee Institute of Medical Sciences,India,Central Delhi,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,
,Vineeta Hospital Pvt. Ltd.,India,Allahabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,
,Vinayak Medicare Hospital,India,Lucknow,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Precision Urology Hospital,India,Lucknow,NABH Entry Level Portal,1,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); National Accreditation Board for Hospitals & Healthcare Providers (NABH) - Entry Level,no,,,,,,,,2025-09-27T14:35:37.531032
,GS Medical College and Hospital,India,Hapur,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Institute of Nephro Urology,India,Bangalore,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,
,Yashoda Healthcare Services Limited,India,Hyderabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Junagadh Aayush Hospital LLP,India,Junagadh,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Hope and Heal Cancer Hospital and Research Center Pvt. Ltd.,India,Silliguri,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,
,Padmini Care (A Unit of DRIEMS Institute of Health Sciences and Hospital),India,Cuttack,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Amara Hospital (A Unit of G2 Health Care Private Limited),India,Tirupati,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Narayan Heart and Neuro Superspeciality Hospital,India,Jhajjar,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Aster PMF Hospital,India,Kollam,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Nirmala Medical Centre,India,Ernakulam,NABH Entry Level Portal,1,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); National Accreditation Board for Hospitals & Healthcare Providers (NABH) - Entry Level,no,,,,,,,,2025-09-27T14:35:35.803734
,VIMS Hospital (Managed by Nishil Infracon Pvt. Ltd.),India,Ahmedabad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,SDM College of Medical Sciences & Hospital,India,Dharwad,,0,1,National Accreditation Board for Hospitals & Healthcare Providers (NABH),no,,,,,,,,2025-09-22T12:41:05.808415
,Asansol Healthworld Pvt. Ltd.,India,Asansol,,0,2,National Accreditation Board for Hospitals & Healthcare Providers (NABH); Joint Commission International (JCI),yes,2018-11-10,,,,,,,2025-09-22T12:41:05.808415
