reference_no,name,accreditation_no,valid_from,valid_upto,remarks,accreditation_type,country,status,extracted_date
H-2018-1273,"Manipal Hospitals, Whitefield , Bangalore, Karnataka, India",H-2019-0614,24 Feb 2022,23 Feb 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2017-1182,"North East Health Care Private Limited (Earlier Certificate issued in the name of W-Pratiksha Hospital), Gurgaon, Haryana, India",H-2019-0615,31 Mar 2022,30 Mar 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2017-1189,"St.Theresa's Hospital, Erragada, Hyderabad, Telangana, India",H-2019-0616,31 Mar 2022,30 Mar 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2017-1210,"B.P Poddar Hospital & Medical Research Ltd., Kolkata, West Bengal, India",H-2019-0617,31 Mar 2022,30 Mar 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2017-1228,"Yenepoya Medical College Hospital, Deralakatte, Mangalore, Karnataka, India",H-2019-0618,31 Mar 2022,30 Mar 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2011-0534,"Marudhar Hospital, Jaipur, Rajasthan, India",H-2019-0619,31 Mar 2022,30 Mar 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2017-1224,"Gleneagles Hospital - Lakdikapul (A Unit of Gleneagles Healthcare India Private Limited), Hyderabad, Telangana, India",H-2019-0620,31 Mar 2022,30 Mar 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2017-1227,"Jagadguru Sri Shivarathreeshwara Hospital, Mysore, Karnataka, India",H-2019-0621,31 Mar 2022,30 Mar 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2017-1233,"Neelima Hospital, Hyderabad, Telangana, India",H-2019-0622,31 Mar 2019,30 Mar 2022,Not Recommended for Renewal of accreditation,NABH,India,Expired,2025-09-22T12:39:43.705091
H-2012-0650,"Jeewan Hospital & Nursing Home Pvt. Ltd. Jeewan Nagar, New Delhi, Delhi, India",H-2019-0623,29 Apr 2022,28 Apr 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2014-0897,"Malabar Hospitals (Private) Ltd., Malappuram, Kerala, India",H-2019-0624,29 Apr 2022,28 Apr 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2017-1196,"Kauvery Hospital Chennai, Sri Kavery Medical Care Trichy Ltd., Mylapore, Chennai, Tamil Nadu, India",H-2019-0625,29 Apr 2022,28 Apr 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2017-1211,"Gangamai Hospital, Solapur, Maharashtra, India",H-2019-0626,29 Apr 2022,28 Apr 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2017-1229,"Fortis Hospitals Ltd., Cunningham, Bangalore, Karnataka, India",H-2019-0627,29 Apr 2022,28 Apr 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2018-1259,"HCG NCHRI Cancer Centre (A unit of HCG NCHRI Oncology LLP), Nagpur, Maharashtra, India",H-2019-0628,29 Apr 2022,28 Apr 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2010-0451,"Rangadore Memorial Hospital, Bangalore, Karnataka, India",H-2019-0629,29 Apr 2022,28 Apr 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2017-1190,"Cytecare Hospitals Private Limited, Bangalore, Karnataka, India",H-2019-0630,29 Apr 2022,28 Apr 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2017-1208,"Omni Hospitals (A Unit of INCOR Group), Hyderabad, Telangana, India",H-2019-0631,29 Apr 2022,28 Apr 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2017-1218,"Sterling Ram Krishna Speciality Hospital, Gandhidham, Kutch, Gujarat, India",H-2019-0632,29 Apr 2022,28 Apr 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2018-1258,"Healing Touch Super Specialty Hospital (A Unit of Blue Heavens Health Care Pvt. Ltd.), Ambala, Haryana, India",H-2019-0633,29 Apr 2022,28 Apr 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2015-0906,"Cancer Hospital & Research Institute, Gwalior, Madhya Pradesh, India",H-2019-0634,09 Jun 2022,08 Jun 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.705091
H-2017-1134,"Medicover Hospitals, Panasapadu, Andhra Pradesh, India",H-2019-0635,09 Jun 2022,08 Jun 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.706687
H-2017-1137,"Kauvery Hospital - Heartcity (A Unit of Sri Kauvery Medical Care (India) Limited) - (Previously Known as Kauvery Heartcity - Unit of Sri Kavery Medical Care (Trichy) Limited), Trichy, Tamil Nadu, India",H-2019-0636,09 Jun 2022,08 Jun 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.706687
H-2017-1155,"Sahyadri Super Specialty Hospital, Nasik, Maharashtra, India",H-2019-0637,09 Jun 2022,08 Jun 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.706687
H-2017-1213,"S. L. Minda Memorial Hospital, Unit - Moga Devi  Minda Charitable Trust, Adampur , Hisar, Haryana, India",H-2019-0638,09 Jun 2022,08 Jun 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.706687
H-2018-1277,"Orison Super Speciality Hospital Infertility & Trauma Centre (A Unit of Conjoint Healthcare Pvt. Ltd.) , Ludhiana, Punjab, India",H-2019-0639,09 Jun 2019,08 Jun 2022,Not recommended for renewal,NABH,India,Expired,2025-09-22T12:39:43.706687
H-2018-1340,"Human Care Medical Charitable Trust, Delhi, Delhi, India",H-2019-0640,09 Jun 2022,08 Jun 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.706687
H-2015-0988,"Patel Hospital Pvt. Ltd., Jalandhar, Punjab, India",H-2019-0641,27 Jul 2022,26 Jul 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.706687
H-2017-1171,"Andhra Hospitals, Suryaraopet, Vijayawada, Andhra Pradesh, India",H-2019-0642,27 Jul 2022,26 Jul 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.706687
H-2015-1004,"Cancer Institute (WIA), Chennai, Tamil Nadu, India",H-2019-0643,27 Jul 2022,26 Jul 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.706687
H-2018-1267,"Neelam Hospital (A unit of Neelam Healthcare Pvt. Ltd.), Patiala, Punjab, India",H-2019-0644,27 Jul 2022,26 Jul 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.706687
H-2018-1254,"Sri Chandra Sekara Hospital, Hosur, Tamil Nadu, India",H-2019-0645,27 Jul 2022,26 Jul 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.706687
H-2017-1135,"Prathima Hospitals (A Unit of Sri Sai Balaji Healthcare (I) Pvt. Ltd.), Hyderabad, Telangana, India",H-2019-0646,27 Jul 2022,26 Jul 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.706687
H-2018-1294,"CMC Hospital, Hisar, Haryana, India",H-2019-0647,27 Jul 2022,26 Jul 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.706687
H-2018-1307,"Mahajan Hospital, Amritsar, Punjab, India",H-2019-0648,27 Jul 2022,26 Jul 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.706687
H-2018-1315,"Meitra Hospital (A Unit of premium Medical healthcare providers pvt ltd), Kozhikode, Kerala, India",H-2019-0649,27 Jul 2022,26 Jul 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.706687
H-2018-1369,"Premier Hospital Pvt Ltd, Hyderabad, Telangana, India",H-2019-0650,27 Jul 2022,26 Jul 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.706687
H-2017-1183,"Prathima Hospitals (A Unit of Mamatha Medi Care Private Limited), Hyderabad, Telangana, India",H-2019-0651,26 Aug 2022,25 Aug 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.706687
H-2017-1203,"Shankus Hospitals, Mehsana, Gujarat, India",H-2019-0652,26 Aug 2022,25 Aug 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.706687
H-2018-1247,"Amandeep Hospitals Pvt. Ltd. - (Earlier Certificate issued in the Name of Amandeep Hospital), Pathankot, Punjab, India",H-2019-0653,26 Aug 2022,25 Aug 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.707787
H-2018-1249,"Annai Arul Hospital, Chennai, Tamil Nadu, India",H-2019-0654,26 Aug 2022,25 Aug 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.707787
H-2017-1201,"Q1 Hospitals (A Unit of Q1 Bone & Joint Hospital), Visakhapatnam, Andhra Pradesh, India",H-2019-0655,26 Aug 2022,25 Aug 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.707787
H-2017-1212,"Shanmuga Hospital Limited - (Earlier Certificate issued in the Name of Shanmuga Hospital Private Limited), Salem, Tamil Nadu, India",H-2019-0656,26 Aug 2022,25 Aug 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.707787
H-2018-1278,"Al Arif Hospital, Thiruvananthapuram, Kerala, India",H-2019-0657,26 Aug 2019,25 Aug 2022,Accreditation Expired,NABH,India,Expired,2025-09-22T12:39:43.707787
H-2016-1037,"Deepak Hospital, Sarabha Nagar, Ludhiana, Punjab, India",H-2019-0658,24 Sep 2022,23 Sep 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.707787
H-2017-1197,"Maharishi Markandeshwar Institute of Medical Sciences & Research, Mullana, Haryana, India",H-2019-0659,24 Sep 2022,23 Sep 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.707787
H-2017-1207,"Ashish Hospital, Jabalpur, Madhya Pradesh, India",H-2019-0660,24 Sep 2022,23 Sep 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.707787
H-2018-1268,"Kainos Super Speciality Hospital , Rohtak, Haryana, India",H-2019-0661,24 Sep 2022,23 Sep 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.707787
H-2018-1287,"Aashka Hospitals Limited, Gandhinagar, Gujarat, India",H-2019-0662,24 Sep 2022,23 Sep 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.707787
H-2018-1295,"Deenanath Mangeshkar Hospital and Research Center, Pune, Maharashtra, India",H-2019-0663,24 Sep 2022,23 Sep 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.707787
H-2018-1311,"Sahyadri Super Speciality Hospital, Hadapsar, Pune, Maharashtra, India",H-2019-0664,24 Sep 2022,23 Sep 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.707787
H-2018-1269,"Mata Roop Rani Maggo Hospital & IVF Centre - (Earlier Certificate issued in the name of Mata Roop Rani Maggo and Mahindru Hospital Pvt. Ltd.), Delhi, Delhi, India",H-2019-0665,03 Nov 2022,02 Nov 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.707787
H-2018-1336,"CARE Hospitals, Khordha, Bhubneshwar, Orissa, India",H-2019-0666,03 Nov 2022,02 Nov 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.707787
H-2018-1342,"Ahmedabad Institute Of Medical Services (AIMS), Ahmedabad, Gujarat, India",H-2019-0667,03 Nov 2022,02 Nov 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.707787
H-2018-1359,"Lokmanya Hospital, Pune, Maharashtra, India",H-2019-0668,03 Nov 2022,02 Nov 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.707787
H-2011-0569,"Metro Umkal Hospital and Heart Institute, Rewari, Haryana, India",H-2019-0669,03 Nov 2019,02 Nov 2022,Accreditation Expired,NABH,India,Expired,2025-09-22T12:39:43.708787
H-2014-0892,"MMI Naryana Multispeciality Hospital, Raipur, Chattisgarh, India",H-2019-0670,03 Nov 2022,02 Nov 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2017-1173,"Omni RK Super Speciality Hospital, Visakhapatnam, Andhra Pradesh, India",H-2019-0671,03 Nov 2022,02 Nov 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2018-1241,"Vydehi Hospital, Bangalore, Karnataka, India",H-2019-0672,03 Nov 2022,02 Nov 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2018-1243,"St. Gregorios Medical Mission Hospital, Tiruvalla, Kerala, India",H-2019-0673,03 Nov 2022,02 Nov 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2018-1261,"Chandan Neuro Sciences Hospital, Solapur, Maharashtra, India",H-2019-0674,03 Nov 2019,02 Nov 2022,Application Closed,NABH,India,Expired,2025-09-22T12:39:43.708787
H-2018-1301,"Global Hospital - Superspeciality & Transplant Centre, Mumbai, Maharashtra, India",H-2019-0675,03 Nov 2022,02 Nov 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2018-1318,"Sehgal Neo Hospital, Delhi, Delhi, India",H-2019-0676,03 Nov 2022,02 Nov 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2018-1356,"Ojas Super Speciality Hospital, Panchkula, Haryana, India",H-2019-0677,03 Nov 2022,02 Nov 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2018-1368,"Rainbow Children's Medicare Pvt Ltd, Hyderabad, Telangana, India",H-2019-0678,03 Nov 2022,02 Nov 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2018-1297,"KMC Hospital (A Unit Of Manipal Health Enterprises Private Limited), Mangalore, Karnataka, India",H-2019-0679,03 Dec 2022,02 Dec 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2017-1140,"Apollo Speciality Hospitals(A Unit of Apollo Hospitals Enterprise Limited)  , Nellore, Andhra Pradesh, India",H-2019-0680,03 Dec 2022,02 Dec 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2018-1284,"LBS Hospital , Bhopal, Madhya Pradesh, India",H-2019-0681,03 Dec 2019,02 Dec 2022,Accredition expired  Not undergone renewal Asessment,NABH,India,Expired,2025-09-22T12:39:43.708787
H-2018-1351,"Shah Hospital, Kaithal, Haryana, India",H-2019-0682,03 Dec 2022,02 Dec 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2018-1354,"Global Heart And Super Specialty Hospital, Ludhiana, Punjab, India",H-2019-0683,03 Dec 2022,02 Dec 2026,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2018-1375,"Shivam Hospital Unit Of R R Hospitals Pvt. Ltd., Bahadurgarh, Jhajjar, Haryana, India",H-2019-0684,03 Dec 2019,02 Dec 2022,"Accreditation under Suspension w.e.f  April 19, 2022",NABH,India,Expired,2025-09-22T12:39:43.708787
H-2018-1361,"Kalra Hospital SRCNC Pvt. Ltd., Delhi, Delhi, India",H-2020-0685,11 Jan 2023,10 Jan 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2018-1353,"Bhagwan Mahaveer Jain Hospital, Bangalore, Karnataka, India",H-2020-0686,11 Jan 2023,10 Jan 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2018-1357,"Shanti Devi Gi Institute And Advanced Endoscopy Centre, Hisar, Haryana, India",H-2020-0687,11 Jan 2023,10 Jan 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2019-1403,"Geetanjali Hospital, Hisar, Haryana, India",H-2020-0688,11 Jan 2023,10 Jan 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2019-1410,"Sagar Hospitals-DSI, Bangalore, Karnataka, India",H-2020-0689,11 Jan 2023,10 Jan 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2019-1422,"St. John's Medical College Hospital, Bangalore, Karnataka, India",H-2020-0690,11 Jan 2023,10 Jan 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2017-1166,"Shubham Hospital (A Unit of Shubham Medicare Pvt. Ltd.), Varanasi, Uttar Pradesh, India",H-2020-0691,20 Mar 2023,19 Mar 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2017-1194,"Jamdar Hospital, Jabalpur, Madhya Pradesh, India",H-2020-0692,20 Mar 2020,19 Mar 2023,Application Closed,NABH,India,Expired,2025-09-22T12:39:43.708787
H-2018-1312,"PIOS Medilinks Pvt. Ltd. Hospital, Kolhapur, Maharashtra, India",H-2020-0693,20 Mar 2023,19 Mar 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2017-1238,"FIMS Hospital (Frank Institute of Medical Sciences), Sonipat, Haryana, India",H-2020-0694,20 Mar 2023,19 Mar 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.708787
H-2019-1523,"The Signature Hospital , Gurgaon, Haryana, India",H-2020-0695,17 Apr 2023,16 Apr 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.710385
H-2018-1266,"HCG Hospitals , Bhavnagar, Gujarat, India",H-2020-0696,17 Apr 2023,16 Apr 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.710385
H-2018-1296,"Apollo Rajshree Hospitals Pvt. Ltd., Indore, Madhya Pradesh, India",H-2020-0697,17 Apr 2023,16 Apr 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.710385
H-2018-1298,"Himalayan Hospital ( A Constituent unit of Swami  Rama Himalayan University), Dehradun, Uttarakhand, India",H-2020-0698,17 Apr 2023,16 Apr 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.710385
H-2019-1425,"Mahatma Gandhi Institute Of Medical Sciences, Hisar, Haryana, India",H-2020-0699,17 Apr 2023,16 Apr 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.710385
H-2019-1457,"Narayana Superspeciality Hospital, Gurgaon, Haryana, India",H-2020-0700,21 Apr 2023,20 Apr 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.710385
H-2019-1389,"GG Hospital (A Unit of Paragon Hospital Kerala Pvt. Ltd.), Thiruvananthapuram, Kerala, India",H-2020-0701,21 Apr 2023,20 Apr 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.710385
H-2018-1373,"Life Kare Hospital, Amritsar, Punjab, India",H-2020-0702,21 Apr 2020,20 Apr 2023,Accreditation Expired,NABH,India,Expired,2025-09-22T12:39:43.710385
H-2017-1180,"Anant Nursing Home Pvt. Ltd., Jabalpur, Madhya Pradesh, India",H-2020-0703,21 Apr 2023,20 Apr 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.710385
H-2019-1409,"AIG Hospitals ( A Unit of Asian Institute Of Gastroenterology Private Limited), Hyderabad, Telangana, India",H-2020-0704,14 May 2023,13 May 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.710385
H-2018-1276,"Meditrina Hospital, Kollam, Kerala, India",H-2020-0705,14 May 2023,13 May 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.710385
H-2019-1406,"Shalby Hospital, Surat, Gujarat, India",H-2020-0706,14 May 2023,13 May 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.710385
H-2019-1491,"Sukhda Multi Speciality Hospital (A Unit of Vandam Healthcare Pvt. Ltd), Hisar, Haryana, India",H-2020-0707,28 May 2023,27 May 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.710385
H-2018-1341,"Laxmi Narasimha Hospital, Warangal Urban, Hanamkonda, Telangana, India",H-2020-0708,06 Jun 2020,05 Jun 2023,,NABH,India,Expired,2025-09-22T12:39:43.710385
H-2018-1314,"MVR Cancer & Research Institute, Kozhikode, Kerala, India",H-2020-0709,06 Jun 2023,05 Jun 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.710385
H-2017-1177,"HCG Pinnacle Cancer Centre (A Unit of HCG Pinnacle Oncology Pvt Ltd.), Visakhapatnam, Andhra Pradesh, India",H-2020-0710,06 Jun 2023,05 Jun 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.710385
H-2017-1193,"KD Ganesha  (A Group of KD Ganesha Hospital), Amritsar, Punjab, India",H-2020-0711,06 Jun 2023,05 Jun 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.711428
H-2018-1253,"Scudder Memorial Hospital, Vellore, Tamil Nadu, India",H-2020-0712,06 Jun 2023,05 Jun 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.711428
H-2016-1075,"Travancore Medical College Hospital, Kollam, Kerala, India",H-2020-0713,06 Jun 2023,05 Jun 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.711428
H-2017-1200,"Sidhu Hospital Pvt. Ltd., Ludhiana, Punjab, India",H-2020-0714,06 Jun 2023,05 Jun 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.711428
H-2018-1260,"Galaxy Care Multispeciality Hospital Pvt. Ltd., Pune, Maharashtra, India",H-2020-0715,06 Jun 2023,05 Jun 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.711428
H-2018-1335,"Shalby Limited, Naroda, Ahmedabad, Gujarat, India",H-2020-0716,06 Jun 2023,05 Jun 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.711428
H-2019-1376,"Ayushman Hospital & Health Services, New Delhi, Delhi, India",H-2020-0717,06 Jun 2023,05 Jun 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.711428
H-2019-1405,"Synergy Super Speciality Hospital (A Unit of Saurashtra Medicare LLP), Rajkot, Gujarat, India",H-2020-0718,06 Jun 2023,05 Jun 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.711428
H-2018-1322,"Prashanth Hospitals (A unit of Prashanth Fertility Research Centre Pvt Ltd), Chennai, Tamil Nadu, India",H-2020-0719,06 Jun 2023,05 Jun 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.711428
H-2019-1469,"Bai Jerbai Wadia Hospital for Children, Mumbai, Maharashtra, India",H-2020-0720,06 Jun 2023,05 Jun 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.711428
H-2017-1239,"Swastik Multispeciality Hospital & Research Center, Jabalpur, Madhya Pradesh, India",H-2020-0721,02 Jul 2023,01 Jul 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.711428
H-2017-1236,"Chandra Laxmi Hospital, Ghaziabad, Uttar Pradesh, India",H-2020-0722,02 Jul 2023,01 Jul 2027,Renewed on 5th Edition,NABH,India,Active,2025-09-22T12:39:43.711428
