serial_number,reference_number,name,accreditation_number,valid_from,valid_upto,remarks,additional_info,accreditation_level,accreditation_category,country,source,scraped_date,portal_url,row_number,data_version,city,state,address,valid_from_parsed,valid_upto_parsed,certification_status
214,PEH-2018-1002,"Sunrise Hospitals , Kadapa, Andhra Pradesh, India",12 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.105168,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,214,2.0,Kadapa,Andhra Pradesh,"Kadapa, Andhra Pradesh, India",,,Unknown
215,PEH-2018-1006,"Kasthuri Hospital, Chennai, Tamil Nadu, India",13 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.105168,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,215,2.0,Chennai,Tamil Nadu,"Chennai, Tamil Nadu, India",,,Unknown
216,PEH-2018-1012,"Sankara Eye Hospital , Shimoga, Karnataka, India",14 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.112562,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,216,2.0,Shimoga,Karnataka,"Shimoga, Karnataka, India",,,Unknown
217,PEH-2018-1015,"Sri Maruthi Speciality Hospitals, Chittor, Andhra Pradesh, India",15 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.112562,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,217,2.0,Chittor,Andhra Pradesh,"Chittor, Andhra Pradesh, India",,,Unknown
218,PEH-2018-1021,"Ahsan Eye & General Hospital, Amroha, Uttar Pradesh, India",17 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.112562,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,218,2.0,Amroha,Uttar Pradesh,"Amroha, Uttar Pradesh, India",,,Unknown
219,PEH-2018-1022,"Sundram Hospital, Trichy, Tamil Nadu, India",19 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.112562,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,219,2.0,Trichy,Tamil Nadu,"Trichy, Tamil Nadu, India",,,Unknown
220,PEH-2018-1025,"Neuron Brain Spine & Critical Care Center, Nagpur, Maharashtra, India",19 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.112562,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,220,2.0,Nagpur,Maharashtra,"Nagpur, Maharashtra, India",,,Unknown
221,PEH-2018-1026,"Moga Medicity Multi Speciality Hospital, Moga, Punjab, India",19 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.113571,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,221,2.0,Moga,Punjab,"Moga, Punjab, India",,,Unknown
222,PEH-2018-1030,"Tej Eye Center , Gandhinagar, Gujarat, India",20 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.114493,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,222,2.0,Gandhinagar,Gujarat,"Gandhinagar, Gujarat, India",,,Unknown
223,PEH-2018-1031,"Highway Hospital , Varanasi, Uttar Pradesh, India",20 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.114493,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,223,2.0,Varanasi,Uttar Pradesh,"Varanasi, Uttar Pradesh, India",,,Unknown
224,PEH-2018-1032,"Annapurna Multi Speciality Hospital, Gudivada, Andhra Pradesh, India",21 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.116501,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,224,2.0,Gudivada,Andhra Pradesh,"Gudivada, Andhra Pradesh, India",,,Unknown
225,PEH-2018-1035,"Maa Rajwati Hospital, Varanasi, Uttar Pradesh, India",21 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.116501,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,225,2.0,Varanasi,Uttar Pradesh,"Varanasi, Uttar Pradesh, India",,,Unknown
226,PEH-2018-1039,"RKDF Medical College Hospital And Research Centre , Bhopal, Madhya Pradesh, India",24 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.116501,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,226,2.0,Bhopal,Madhya Pradesh,"Bhopal, Madhya Pradesh, India",,,Unknown
227,PEH-2018-1040,"Gayatri Hospital & Trauma Centre, Bhopal, Madhya Pradesh, India",24 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.116501,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,227,2.0,Bhopal,Madhya Pradesh,"Bhopal, Madhya Pradesh, India",,,Unknown
228,PEH-2018-1041,"Chandra Hospital, Cuddalore, Tamil Nadu, India",24 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.116501,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,228,2.0,Cuddalore,Tamil Nadu,"Cuddalore, Tamil Nadu, India",,,Unknown
229,PEH-2018-1043,"Sri Balaji Hospital, Chennai, Tamil Nadu, India",26 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.116501,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,229,2.0,Chennai,Tamil Nadu,"Chennai, Tamil Nadu, India",,,Unknown
230,PEH-2018-1044,"Platinum Hospitals, Mumbai, Maharashtra, India",26 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.116501,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,230,2.0,Mumbai,Maharashtra,"Mumbai, Maharashtra, India",,,Unknown
231,PEH-2018-1049,"Lakshmi Hospital , Ernakulam, Kerala, India",27 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.116501,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,231,2.0,Ernakulam,Kerala,"Ernakulam, Kerala, India",,,Unknown
232,PEH-2018-1052,"Jagmohan Multispeciality Hospital , Ghaziabad, Uttar Pradesh, India",28 Feb 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.116501,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,232,2.0,Ghaziabad,Uttar Pradesh,"Ghaziabad, Uttar Pradesh, India",,,Unknown
233,PEH-2018-1054,"Sree Jayam Ortho & Multi Speciality Hospital, Salem, Tamil Nadu, India",02 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.116501,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,233,2.0,Salem,Tamil Nadu,"Salem, Tamil Nadu, India",,,Unknown
234,PEH-2018-1056,"Alliance Hospital, Palghar, Maharashtra, India",05 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.116501,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,234,2.0,Palghar,Maharashtra,"Palghar, Maharashtra, India",,,Unknown
235,PEH-2018-1058,"Dakshata Hospital Pvt Ltd , Belagavi, Karnataka, India",05 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.116501,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,235,2.0,Belagavi,Karnataka,"Belagavi, Karnataka, India",,,Unknown
236,PEH-2018-1061,"Diyos Mens Health Centers Pvt.Ltd , Delhi, Delhi, India",07 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.116501,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,236,2.0,Delhi,Delhi,"Delhi, Delhi, India",,,Unknown
237,PEH-2018-1070,"Sree Netralaya Eye Hospital & Laser Centre, Hyderabad, Telangana, India",09 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.119815,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,237,2.0,Hyderabad,Telangana,"Hyderabad, Telangana, India",,,Unknown
238,PEH-2018-1071,"Life Care Multispeciality Hospital , Raigad, Maharashtra, India",09 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.119815,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,238,2.0,Raigad,Maharashtra,"Raigad, Maharashtra, India",,,Unknown
239,PEH-2018-1074,"Somayaji Hospital, , Bantwal, Karnataka, India",09 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.119815,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,239,2.0,Bantwal,Karnataka,", Bantwal, Karnataka, India",,,Unknown
240,PEH-2018-1076,"Ivy Hospital , Panchkula, Haryana, India",09 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.119815,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,240,2.0,Panchkula,Haryana,"Panchkula, Haryana, India",,,Unknown
241,PEH-2018-1078,"Dr. R G Karudagimath Memorial Nursing Home, Bagalkot, Karnataka, India",10 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.119815,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,241,2.0,Bagalkot,Karnataka,"Bagalkot, Karnataka, India",,,Unknown
242,PEH-2018-1085,"Anjuli Nursing Home , Faridabad, Haryana, India",12 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.119815,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,242,2.0,Faridabad,Haryana,"Faridabad, Haryana, India",,,Unknown
243,PEH-2018-1088,"Deoyani Multispeciality Hospital, Pune, Maharashtra, India",13 Mar 2018,Assessment in process,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.119815,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,243,2.0,Pune,Maharashtra,"Pune, Maharashtra, India",,,Unknown
244,PEH-2018-1089,"Saarthi Hospital, Bhopal, Madhya Pradesh, India",13 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.121822,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,244,2.0,Bhopal,Madhya Pradesh,"Bhopal, Madhya Pradesh, India",,,Unknown
245,PEH-2018-1093,"Ayushman Hospital, Delhi, Delhi, India",13 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.121822,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,245,2.0,Delhi,Delhi,"Delhi, Delhi, India",,,Unknown
246,PEH-2018-1095,"Kinjal Hospital, Vadodara, Gujarat, India",13 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.121822,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,246,2.0,Vadodara,Gujarat,"Vadodara, Gujarat, India",,,Unknown
247,PEH-2018-1096,"Rahul Nursing Home , Palwal, Haryana, India",13 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.121822,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,247,2.0,Palwal,Haryana,"Palwal, Haryana, India",,,Unknown
248,PEH-2018-1099,"Renee Hospital , Karimnagar, Andhra Pradesh, India",15 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.121822,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,248,2.0,Karimnagar,Andhra Pradesh,"Karimnagar, Andhra Pradesh, India",,,Unknown
249,PEH-2018-1103,"Scs Hospital & Urology Clinic, Erode, Tamil Nadu, India",16 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.121822,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,249,2.0,Erode,Tamil Nadu,"Erode, Tamil Nadu, India",,,Unknown
250,PEH-2018-1110,"Shanti Maternity And Nursing Home , Rohtak, Haryana, India",17 Mar 2018,Assessment in process,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.121822,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,250,2.0,Rohtak,Haryana,"Rohtak, Haryana, India",,,Unknown
251,PEH-2018-1121,"Be Well Speciality Hospitals (P) Ltd, Chennai, Tamil Nadu, India",21 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.123829,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,251,2.0,Chennai,Tamil Nadu,"Chennai, Tamil Nadu, India",,,Unknown
252,PEH-2018-1124,"Dr Sivakumar Multispeciality Hospital, Vellore, Tamil Nadu, India",21 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.123829,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,252,2.0,Vellore,Tamil Nadu,"Vellore, Tamil Nadu, India",,,Unknown
253,PEH-2018-1128,"Jeevandeep Hospital Pvt.Ltd., Bhadohi, Uttar Pradesh, India",22 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.123829,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,253,2.0,Bhadohi,Uttar Pradesh,"Bhadohi, Uttar Pradesh, India",,,Unknown
254,PEH-2018-1130,"Ganpati Hospital, Jalgaon, Maharashtra, India",22 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.123829,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,254,2.0,Jalgaon,Maharashtra,"Jalgaon, Maharashtra, India",,,Unknown
255,PEH-2018-1131,"Vivekanand Hospital, Haldwani (Nanital), Uttarakhand, India",23 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.123829,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,255,2.0,Haldwani (Nanital),Uttarakhand,"Haldwani (Nanital), Uttarakhand, India",,,Unknown
256,PEH-2018-1132,"Behgal Institute Of It & Radiation Therapy & Behgal Hospital, Mohali, Punjab, India",24 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.123829,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,256,2.0,Mohali,Punjab,"Mohali, Punjab, India",,,Unknown
257,PEH-2018-1135,"Netra Raksha Hospital, Ahmedabad, Gujarat, India",25 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.123829,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,257,2.0,Ahmedabad,Gujarat,"Ahmedabad, Gujarat, India",,,Unknown
258,PEH-2018-1139,"Rama Hospital And Research Centre, Kanpur, Uttar Pradesh, India",27 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.123829,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,258,2.0,Kanpur,Uttar Pradesh,"Kanpur, Uttar Pradesh, India",,,Unknown
259,PEH-2018-1143,"Oarchid Hospitals, Rangareddy, Telangana, India",28 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.123829,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,259,2.0,Rangareddy,Telangana,"Rangareddy, Telangana, India",,,Unknown
260,PEH-2018-1144,"Mina Multispeciality Hospital, Hyderabad, Telangana, India",28 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.123829,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,260,2.0,Hyderabad,Telangana,"Hyderabad, Telangana, India",,,Unknown
261,PEH-2018-1146,"Tpn Hospital, Erode, Tamil Nadu, India",28 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.125836,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,261,2.0,Erode,Tamil Nadu,"Erode, Tamil Nadu, India",,,Unknown
262,PEH-2018-1147,"Najath Hospital, Ernakulam, Kerala, India",28 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.125836,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,262,2.0,Ernakulam,Kerala,"Ernakulam, Kerala, India",,,Unknown
263,PEH-2018-1154,"Panvel Hospital, Raigad, Maharashtra, India",29 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.125836,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,263,2.0,Raigad,Maharashtra,"Raigad, Maharashtra, India",,,Unknown
264,PEH-2018-1155,"Aims Hospital (An Unit Of Amrit Superspeciality Healthcare Pvt Ltd), Noida, Uttar Pradesh, India",29 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.125836,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,264,2.0,Noida,Uttar Pradesh,"Noida, Uttar Pradesh, India",,,Unknown
265,PEH-2018-1157,"Samra Hospital, Lucknow, Uttar Pradesh, India",29 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.125836,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,265,2.0,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh, India",,,Unknown
266,PEH-2018-1161,"Shree Giriraj Multispeciality Hospital, Rajkot, Gujarat, India",30 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.125836,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,266,2.0,Rajkot,Gujarat,"Rajkot, Gujarat, India",,,Unknown
267,PEH-2018-1163,"Kl Multi Specaility Hospital, Kanchipuram, Tamil Nadu, India",30 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.125836,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,267,2.0,Kanchipuram,Tamil Nadu,"Kanchipuram, Tamil Nadu, India",,,Unknown
268,PEH-2018-1166,"Mahalaxmi Hospital, Kolhapur, Maharashtra, India",31 Mar 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.125836,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,268,2.0,Kolhapur,Maharashtra,"Kolhapur, Maharashtra, India",,,Unknown
269,PEH-2018-1169,"Siddharth Multispeciality Hospital & Trauma Centre, Delhi, Delhi, India",02 Apr 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.125836,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,269,2.0,Delhi,Delhi,"Delhi, Delhi, India",,,Unknown
270,PEH-2018-1176,"Dev Nandini Hospital, Hapur, Uttar Pradesh, India",04 Apr 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.125836,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,270,2.0,Hapur,Uttar Pradesh,"Hapur, Uttar Pradesh, India",,,Unknown
271,PEH-2018-1177,"Tricolour Hospitals, Vadodara, Gujarat, India",04 Apr 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.125836,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,271,2.0,Vadodara,Gujarat,"Vadodara, Gujarat, India",,,Unknown
272,PEH-2018-1179,"New Tech Surgical Hospital, Surat, Gujarat, India",05 Apr 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.127840,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,272,2.0,Surat,Gujarat,"Surat, Gujarat, India",,,Unknown
273,PEH-2018-1181,"Sunil Hospital, Delhi, Delhi, India",06 Apr 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.127840,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,273,2.0,Delhi,Delhi,"Delhi, Delhi, India",,,Unknown
274,PEH-2018-1183,"Dharan Hospital, Salem, Tamil Nadu, India",06 Apr 2018,Assessment in process,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.127840,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,274,2.0,Salem,Tamil Nadu,"Salem, Tamil Nadu, India",,,Unknown
275,PEH-2018-1184,"Balaji Hospital, Secunderabad, Andhra Pradesh, India",06 Apr 2018,Application Closed,,,,Entry Level,NABH Entry Level,India,NABH Entry Level Portal (Updated),2025-09-27T14:58:38.127840,https://portal.nabh.co/frmViewApplicantEntryLevelHosp.aspx#gsc.tab=0,275,2.0,Secunderabad,Andhra Pradesh,"Secunderabad, Andhra Pradesh, India",,,Unknown
